date	KDC	DHG	VCB
07-04-2009	3.24	11.44	
03-04-2009	3.18	11.25	
02-04-2009	3.06	10.85	
01-04-2009	3.00	10.46	
31-03-2009	2.92	10.46	
30-03-2009	3.07	10.95	
27-03-2009	3.06	11.25	
26-03-2009	2.96	11.74	
25-03-2009	2.91	11.34	
24-03-2009	2.81	11.25	
23-03-2009	2.75	11.15	
20-03-2009	2.89	11.15	
19-03-2009	2.87	10.85	
18-03-2009	2.87	10.36	
17-03-2009	2.74	9.86	
16-03-2009	2.63	9.82	
13-03-2009	2.59	9.86	
12-03-2009	2.59	9.86	
11-03-2009	2.58	9.96	
10-03-2009	2.46	9.67	
09-03-2009	2.35	9.86	
06-03-2009	2.36	9.67	
05-03-2009	2.36	9.67	
04-03-2009	2.37	9.86	
03-03-2009	2.38	9.86	
02-03-2009	2.38	10.16	
27-02-2009	2.45	10.16	
26-02-2009	2.36	9.86	
25-02-2009	2.45	10.16	
24-02-2009	2.45	9.77	
23-02-2009	2.37	9.57	
20-02-2009	2.32	9.57	
19-02-2009	2.27	9.86	
18-02-2009	2.35	9.86	
17-02-2009	2.47	10.36	
16-02-2009	2.59	10.65	
13-02-2009	2.69	10.75	
12-02-2009	2.82	10.95	
11-02-2009	2.82	10.95	
10-02-2009	2.69	10.85	
09-02-2009	2.71	10.85	
06-02-2009	2.74	10.85	
05-02-2009	2.86	10.85	
04-02-2009	3.01	10.95	
03-02-2009	3.07	10.95	
02-02-2009	3.22	10.95	
23-01-2009	3.36	11.05	
22-01-2009	3.35	10.95	
21-01-2009	3.30	10.75	
20-01-2009	3.33	10.75	
19-01-2009	3.37	11.05	
16-01-2009	3.39	11.05	
15-01-2009	3.37	10.95	
14-01-2009	3.45	11.25	
13-01-2009	3.40	11.05	
12-01-2009	3.48	11.25	
09-01-2009	3.50	11.34	
08-01-2009	3.52	11.44	
07-01-2009	3.64	11.54	
06-01-2009	3.50	11.44	
05-01-2009	3.42	11.44	
02-01-2009	3.50	11.84	
31-12-2008	3.68	11.74	
30-12-2008	3.53	11.25	
29-12-2008	3.37	11.64	
26-12-2008	3.36	11.44	
25-12-2008	3.35	11.44	
24-12-2008	3.34	11.64	
23-12-2008	3.33	11.34	
22-12-2008	3.41	11.74	
19-12-2008	3.33	11.84	
18-12-2008	3.25	11.84	
17-12-2008	3.22	11.94	
16-12-2008	3.30	12.13	
15-12-2008	3.41	12.63	
12-12-2008	3.25	12.43	
11-12-2008	3.11	11.84	
10-12-2008	3.24	11.34	
09-12-2008	3.31	11.05	
08-12-2008	3.33	11.30	
05-12-2008	3.50	11.68	
04-12-2008	3.46	11.68	
03-12-2008	3.63	11.59	
02-12-2008	3.53	11.59	
01-12-2008	3.72	11.39	
28-11-2008	3.63	11.39	
27-11-2008	3.53	11.39	
26-11-2008	3.55	11.39	
25-11-2008	3.56	11.68	
24-11-2008	3.40	11.39	
21-11-2008	3.45	11.10	
20-11-2008	3.57	10.91	
19-11-2008	3.67	11.10	
18-11-2008	3.64	11.00	
17-11-2008	3.47	11.49	
14-11-2008	3.42	11.30	
13-11-2008	3.39	10.81	
12-11-2008	3.53	10.32	
11-11-2008	3.71	10.81	
10-11-2008	3.90	11.30	
07-11-2008	3.90	11.10	
06-11-2008	4.09	11.68	
05-11-2008	4.12	11.78	
04-11-2008	3.92	11.39	
03-11-2008	3.92	10.91	
31-10-2008	3.92	10.43	
30-10-2008	3.92	9.94	
29-10-2008	3.84	9.56	
28-10-2008	3.84	9.12	
27-10-2008	4.03	9.56	
24-10-2008	4.24	10.04	
23-10-2008	4.46	10.52	
22-10-2008	4.46	11.01	
21-10-2008	4.25	11.10	
20-10-2008	4.06	10.81	
17-10-2008	4.06	11.30	
16-10-2008	4.09	11.01	
15-10-2008	4.30	11.20	
14-10-2008	4.52	11.49	
13-10-2008	4.31	11.01	
10-10-2008	4.53	11.59	
09-10-2008	4.76	11.59	
08-10-2008	5.00	11.49	
07-10-2008	5.26	11.49	
06-10-2008	5.53	12.07	
03-10-2008	5.82	12.65	
02-10-2008	5.88	13.03	
01-10-2008	5.88	13.03	
30-09-2008	6.17	12.74	
29-09-2008	6.46	13.32	
26-09-2008	6.63	13.42	
25-09-2008	6.51	13.32	
24-09-2008	6.22	12.74	
23-09-2008	6.51	13.13	
22-09-2008	6.69	12.84	
19-09-2008	6.40	12.26	
18-09-2008	6.11	11.68	
17-09-2008	6.40	11.68	
16-09-2008	6.69	12.26	
15-09-2008	7.03	12.36	
12-09-2008	6.74	12.55	
11-09-2008	7.09	12.65	
10-09-2008	7.32	13.23	
09-09-2008	7.15	13.42	
08-09-2008	7.49	13.42	
05-09-2008	7.84	13.42	
04-09-2008	8.24	13.23	
03-09-2008	8.36	13.23	
29-08-2008	8.36	12.65	
28-08-2008	8.76	13.23	
27-08-2008	9.22	13.52	
26-08-2008	9.68	13.81	
25-08-2008	9.34	13.81	
22-08-2008	8.93	13.52	
21-08-2008	8.65	13.71	
20-08-2008	8.24	14.29	
19-08-2008	8.24	14.29	
18-08-2008	7.90	14.96	
15-08-2008	7.55	14.29	
14-08-2008	7.38	13.90	
13-08-2008	7.20	13.52	
12-08-2008	7.03	13.13	
11-08-2008	6.86	12.84	
08-08-2008	6.69	12.55	
07-08-2008	6.51	12.26	
06-08-2008	6.34	11.97	
05-08-2008	6.34	11.78	
04-08-2008	6.51	12.07	
01-08-2008	6.69	12.36	
31-07-2008	6.86	12.65	
30-07-2008	7.03	12.36	
29-07-2008	7.20	12.07	
28-07-2008	7.03	11.78	
25-07-2008	6.92	11.49	
24-07-2008	7.09	11.78	
23-07-2008	7.26	12.07	
22-07-2008	7.44	12.36	
21-07-2008	7.62	12.65	
18-07-2008	7.85	13.03	
17-07-2008	8.08	13.42	
16-07-2008	8.32	13.81	
15-07-2008	8.08	14.19	
14-07-2008	7.85	14.00	
11-07-2008	7.66	13.61	
10-07-2008	7.48	13.23	
09-07-2008	7.38	13.32	
08-07-2008	7.57	13.71	
07-07-2008	7.71	14.10	
04-07-2008	7.94	14.48	
03-07-2008	7.76	14.19	
02-07-2008	7.57	14.19	
01-07-2008	7.48	14.19	
30-06-2008	7.29	13.81	
27-06-2008	7.48	14.00	
26-06-2008	7.66	13.81	
25-06-2008	7.48	13.52	
24-06-2008	7.29	13.13	
23-06-2008	7.15	12.84	
20-06-2008	7.34	13.03	
19-06-2008	7.15	13.42	
18-06-2008	7.34	13.81	
17-06-2008	7.20	14.00	
16-06-2008	7.06	13.81	
13-06-2008	7.20	13.61	
12-06-2008	7.34	13.42	
11-06-2008	7.48	13.23	
10-06-2008	7.62	13.23	
09-06-2008	7.76	13.42	
06-06-2008	7.90	13.61	
05-06-2008	8.04	13.81	
04-06-2008	8.18	14.00	
03-06-2008	8.32	14.19	
02-06-2008	8.46	14.48	
30-05-2008	8.60	14.77	
29-05-2008	8.74	15.06	
28-05-2008	8.74	15.06	
27-05-2008	8.74	15.06	
26-05-2008	8.74	15.06	
23-05-2008	8.88	15.35	
22-05-2008	9.02	15.64	
21-05-2008	9.16	15.93	
20-05-2008	9.34	16.22	
19-05-2008	9.53	16.12	
16-05-2008	9.72	15.83	
15-05-2008	9.91	15.64	
14-05-2008	10.09	15.93	
13-05-2008	10.28	16.22	
12-05-2008	10.47	16.51	
09-05-2008	10.65	16.80	
08-05-2008	10.84	17.09	
07-05-2008	11.03	17.38	
06-05-2008	11.21	17.67	
05-05-2008	11.40	17.57	
29-04-2008	11.21	17.28	
28-04-2008	11.03	16.99	
25-04-2008	10.84	16.70	
24-04-2008	10.65	16.41	
23-04-2008	10.75	16.51	
22-04-2008	10.93	16.80	
21-04-2008	11.12	16.80	
18-04-2008	10.93	16.80	
17-04-2008	10.75	16.51	
16-04-2008	10.56	16.22	
11-04-2008	10.75	15.93	
10-04-2008	10.93	16.13	
09-04-2008	11.12	16.41	
08-04-2008	10.93	16.13	
07-04-2008	10.75	15.84	
04-04-2008	10.56	15.55	
03-04-2008	10.47	15.45	
02-04-2008	10.37	15.36	
01-04-2008	10.28	15.26	
31-03-2008	10.19	15.17	
28-03-2008	10.09	15.07	
27-03-2008	10.00	14.97	
26-03-2008	9.91	14.88	
25-03-2008	10.37	14.21	
24-03-2008	10.84	14.88	
21-03-2008	11.40	15.65	
20-03-2008	11.96	16.13	
19-03-2008	11.87	15.55	
18-03-2008	12.43	15.07	
17-03-2008	12.99	15.84	
14-03-2008	13.64	16.51	
13-03-2008	13.36	16.61	
12-03-2008	13.27	16.22	
11-03-2008	13.08	15.84	
10-03-2008	13.46	16.13	
07-03-2008	12.90	15.36	
06-03-2008	12.33	14.69	
05-03-2008	11.77	14.01	
04-03-2008	12.33	14.49	
03-03-2008	12.90	15.17	
29-02-2008	13.55	15.93	
28-02-2008	13.74	16.03	
27-02-2008	13.83	16.03	
26-02-2008	13.83	15.93	
25-02-2008	14.02	16.51	
22-02-2008	13.36	15.74	
21-02-2008	14.02	16.51	
20-02-2008	14.67	17.37	
19-02-2008	15.42	18.24	
18-02-2008	15.61	18.33	
15-02-2008	15.98	19.10	
14-02-2008	15.98	19.20	
13-02-2008	15.70	18.91	
12-02-2008	16.17	19.87	
01-02-2008	16.54	20.25	
31-01-2008	16.26	19.77	
30-01-2008	16.17	19.77	
29-01-2008	15.42	18.91	
28-01-2008	14.86	18.14	
25-01-2008	14.48	18.14	
24-01-2008	14.30	18.24	
23-01-2008	14.58	18.33	
22-01-2008	15.32	19.29	
21-01-2008	15.51	19.68	
18-01-2008	15.89	19.68	
17-01-2008	15.79	19.48	
16-01-2008	16.35	19.77	
15-01-2008	15.61	18.91	
14-01-2008	16.35	19.68	
11-01-2008	16.73	19.96	
10-01-2008	16.35	19.68	
09-01-2008	17.19	20.35	
08-01-2008	17.66	20.92	
07-01-2008	17.47	20.64	
04-01-2008	17.66	21.40	
03-01-2008	17.57	21.31	
02-01-2008	17.75	21.79	
28-12-2007	18.13	22.46	
27-12-2007	18.03	22.46	
26-12-2007	17.94	21.50	
25-12-2007	17.75	21.50	
24-12-2007	18.22	22.08	
21-12-2007	18.32	21.31	
20-12-2007	18.22	21.50	
19-12-2007	18.32	21.31	
18-12-2007	17.75	20.35	
17-12-2007	17.01	21.02	
14-12-2007	17.29	22.08	
13-12-2007	17.94	22.84	
12-12-2007	18.32	23.23	
11-12-2007	18.32	23.32	
10-12-2007	18.50	23.90	
07-12-2007	18.78	24.48	
06-12-2007	18.78	24.57	
05-12-2007	18.78	24.48	
04-12-2007	19.06	24.86	
03-12-2007	19.16	24.96	
30-11-2007	18.69	24.86	
29-11-2007	19.06	25.15	
28-11-2007	19.16	25.44	
27-11-2007	18.69	24.86	
26-11-2007	18.78	24.38	
23-11-2007	18.69	24.28	
22-11-2007	19.06	24.76	
21-11-2007	18.97	24.67	
20-11-2007	19.16	25.15	
19-11-2007	19.62	25.82	
16-11-2007	19.16	25.82	
15-11-2007	19.16	25.63	
14-11-2007	18.32	24.96	
13-11-2007	18.88	23.80	
12-11-2007	19.34	24.67	
09-11-2007	20.18	24.57	
08-11-2007	19.34	25.05	
07-11-2007	18.97	24.86	
06-11-2007	18.88	26.16	
05-11-2007	19.81	26.54	
02-11-2007	20.84	26.30	
01-11-2007	19.90	25.05	
31-10-2007	18.97	23.90	
30-10-2007	19.90	22.80	
29-10-2007	20.93	21.74	
26-10-2007	21.96	22.41	
25-10-2007	22.15	21.36	
24-10-2007	22.89	21.98	
23-10-2007	22.61	21.48	
22-10-2007	21.87	21.76	
19-10-2007	22.43	21.62	
18-10-2007	22.43	21.52	
17-10-2007	23.17	21.86	
16-10-2007	22.43	22.48	
15-10-2007	23.55	21.67	
12-10-2007	23.55	20.66	
11-10-2007	23.55	19.71	
10-10-2007	24.20	19.85	
09-10-2007	23.73	19.85	
08-10-2007	23.17	19.80	
05-10-2007	22.99	19.99	
04-10-2007	23.83	19.08	
03-10-2007	25.04	20.09	
02-10-2007	25.42	20.04	
01-10-2007	24.95	20.04	
28-09-2007	23.83	19.13	
27-09-2007	23.08	18.56	
26-09-2007	23.36	18.56	
25-09-2007	22.61	18.51	
24-09-2007	22.05	18.46	
21-09-2007	23.09	18.51	
20-09-2007	23.18	18.56	
19-09-2007	22.81	18.37	
18-09-2007	22.81	18.37	
17-09-2007	22.53	18.42	
14-09-2007	22.25	18.42	
13-09-2007	22.16	18.42	
12-09-2007	22.35	18.56	
11-09-2007	22.62	18.18	
10-09-2007	22.62	18.42	
07-09-2007	22.90	18.56	
06-09-2007	23.09	18.56	
05-09-2007	22.90	18.65	
04-09-2007	23.46	18.65	
31-08-2007	22.90	18.56	
30-08-2007	23.28	18.51	
29-08-2007	22.81	18.56	
28-08-2007	22.81	18.56	
27-08-2007	23.00	18.65	
24-08-2007	23.28	18.75	
23-08-2007	23.37	18.65	
22-08-2007	23.65	18.65	
21-08-2007	23.28	18.89	
20-08-2007	22.35	18.65	
17-08-2007	22.90	18.27	
16-08-2007	23.83	18.51	
15-08-2007	25.05	18.65	
14-08-2007	24.95	18.65	
13-08-2007	24.58	18.56	
10-08-2007	25.79	19.13	
09-08-2007	24.77	19.13	
08-08-2007	23.65	19.13	
07-08-2007	22.53	19.08	
06-08-2007	21.51	18.18	
03-08-2007	21.88	18.46	
02-08-2007	21.97	18.61	
01-08-2007	20.95	18.65	
31-07-2007	21.32	18.65	
30-07-2007	20.39	18.65	
27-07-2007	21.41	18.65	
26-07-2007	22.16	18.56	
25-07-2007	22.35	19.52	
24-07-2007	22.35	19.08	
23-07-2007	22.35	19.08	
20-07-2007	21.32	18.18	
19-07-2007	21.60	18.94	
18-07-2007	21.97	19.61	
17-07-2007	22.35	19.66	
16-07-2007	22.16	19.71	
13-07-2007	22.72	20.47	
12-07-2007	22.72	21.28	
11-07-2007	22.16	21.72	
10-07-2007	21.88	20.71	
09-07-2007	22.35	19.85	
06-07-2007	21.79	19.61	
05-07-2007	21.97	20.09	
04-07-2007	21.69	20.09	
03-07-2007	20.86	19.80	
02-07-2007	21.41	20.81	
29-06-2007	21.97	20.81	
28-06-2007	21.23	19.85	
27-06-2007	21.97	19.56	
26-06-2007	23.09	19.56	
25-06-2007	22.44	18.94	
22-06-2007	22.90	18.08	
21-06-2007	21.88	17.27	
20-06-2007	21.97	18.18	
19-06-2007	22.35	18.46	
18-06-2007	21.97	17.60	
15-06-2007	21.97	16.79	
14-06-2007	21.88	16.02	
13-06-2007	21.79	15.31	
12-06-2007	21.79	15.21	
11-06-2007	21.88	15.21	
08-06-2007	21.88	15.21	
07-06-2007	21.88	15.21	
06-06-2007	20.95	14.51	
05-06-2007	21.88	15.18	
04-06-2007	21.88	14.87	
01-06-2007	21.88	14.29	
31-05-2007	21.41	13.85	
30-05-2007	20.95	13.62	
29-05-2007	21.97	13.71	
28-05-2007	20.95	13.67	
25-05-2007	20.95	13.31	
24-05-2007	20.95	13.40	
23-05-2007	21.97	13.85	
22-05-2007	20.95	13.22	
21-05-2007	20.02	12.59	
18-05-2007	19.09	12.28	
17-05-2007	18.99	12.06	
16-05-2007	19.09	12.06	
15-05-2007	18.99	12.33	
14-05-2007	18.16	12.46	
11-05-2007	17.32	12.28	
10-05-2007	17.50	12.04	
09-05-2007	16.76	12.26	
08-05-2007	16.76	11.99	
07-05-2007	16.11	11.46	
04-05-2007	15.36	10.92	
03-05-2007	14.71	10.92	
02-05-2007	14.04	10.48	
25-04-2007	13.42	10.48	
24-04-2007	13.42	10.30	
23-04-2007	13.73	10.70	
20-04-2007	14.43	11.10	
19-04-2007	15.13	11.37	
18-04-2007	14.51	11.37	
17-04-2007	13.89	11.37	
16-04-2007	14.59	11.55	
13-04-2007	15.28	11.64	
12-04-2007	15.13	12.04	
11-04-2007	14.97	12.04	
10-04-2007	15.13	11.64	
09-04-2007	15.44	11.50	
06-04-2007	14.97	11.55	
05-04-2007	15.44	11.50	
04-04-2007	14.90	11.59	
03-04-2007	14.90	11.59	
02-04-2007	15.28	11.72	
30-03-2007	15.21	11.72	
29-03-2007	14.51	11.55	
28-03-2007	13.89	11.23	
27-03-2007	14.59	11.32	
26-03-2007	15.28	11.32	
23-03-2007	15.44	11.59	
22-03-2007	15.44	12.04	
21-03-2007	15.36	12.48	
20-03-2007	15.21	12.26	
19-03-2007	15.21	11.68	
16-03-2007	14.51	11.14	
15-03-2007	13.89	11.59	
14-03-2007	14.59	11.64	
13-03-2007	15.28	12.04	
12-03-2007	15.83	12.39	
09-03-2007	16.38	12.48	
08-03-2007	15.84	12.48	
07-03-2007	15.61	12.93	
06-03-2007	16.22	12.93	
05-03-2007	17.00	12.48	
02-03-2007	16.22	12.48	
01-03-2007	16.69	12.26	
28-02-2007	17.54	12.48	
27-02-2007	18.39	12.57	
26-02-2007	17.61	12.70	
15-02-2007	16.84	285	
14-02-2007	16.07	285	
13-02-2007	16.61	279	
12-02-2007	16.53	279	
09-02-2007	15.76	266	
08-02-2007	16.53	265	
07-02-2007	17.38	265	
06-02-2007	17.85	270	
05-02-2007	17.00	271	
02-02-2007	17.77	272	
01-02-2007	17.85	270	
31-01-2007	17.00	273	
30-01-2007	16.38	273	
29-01-2007	15.61	260	
26-01-2007	16.38	257	
25-01-2007	17.23	270	
24-01-2007	18.08	270	
23-01-2007	19.01	275	
22-01-2007	18.16	275	
19-01-2007	17.31	275	
18-01-2007	16.53	275	
17-01-2007	17.38	285	
16-01-2007	18.23	285	
15-01-2007	17.38	275	
12-01-2007	16.61	275	
11-01-2007	15.84	285	
10-01-2007	15.14	294	
09-01-2007	14.45	294	
08-01-2007	13.83	281	
05-01-2007	13.21	268	
04-01-2007	12.59	256	
03-01-2007	12.05	244	
02-01-2007	11.51	233	
29-12-2006	10.97	245	
28-12-2006	10.51	257	
27-12-2006	11.05	270	
26-12-2006	11.59	275	
25-12-2006	12.13	289	
22-12-2006	12.75	304	
21-12-2006	13.37	320	
20-12-2006	13.37		
19-12-2006	12.75		
18-12-2006	12.21		
15-12-2006	11.67		
14-12-2006	11.13		
13-12-2006	10.66		
12-12-2006	10.20		
11-12-2006	9.73		
08-12-2006	9.27		
07-12-2006	8.88		
06-12-2006	8.50		
05-12-2006	8.34		
04-12-2006	8.42		
01-12-2006	8.11		
30-11-2006	7.88		
29-11-2006	7.57		
28-11-2006	7.96		
27-11-2006	8.34		
24-11-2006	8.73		
23-11-2006	8.50		
22-11-2006	8.34		
21-11-2006	7.96		
20-11-2006	7.69		
17-11-2006	7.34		
16-11-2006	7.38		
15-11-2006	7.42		
14-11-2006	7.42		
13-11-2006	7.11		
10-11-2006	7.07		
09-11-2006	6.95		
08-11-2006	6.95		
07-11-2006	6.80		
06-11-2006	6.80		
03-11-2006	6.76		
02-11-2006	6.76		
01-11-2006	6.80		
31-10-2006	6.80		
30-10-2006	6.76		
27-10-2006	6.91		
26-10-2006	6.91		
25-10-2006	6.76		
24-10-2006	6.65		
23-10-2006	6.65		
20-10-2006	6.58		
19-10-2006	6.35		
18-10-2006	6.23		
17-10-2006	6.12		
16-10-2006	6.12		
13-10-2006	6.12		
12-10-2006	6.19		
11-10-2006	6.12		
10-10-2006	6.27		
09-10-2006	6.42		
06-10-2006	6.31		
05-10-2006	6.35		
04-10-2006	6.54		
03-10-2006	6.42		
02-10-2006	6.42		
29-09-2006	6.35		
28-09-2006	6.27		
27-09-2006	6.27		
26-09-2006	6.27		
25-09-2006	6.12		
22-09-2006	6.12		
21-09-2006	6.15		
20-09-2006	6.12		
19-09-2006	6.12		
18-09-2006	6.04		
15-09-2006	6.04		
14-09-2006	6.04		
13-09-2006	6.19		
12-09-2006	6.08		
11-09-2006	6.12		
08-09-2006	6.12		
07-09-2006	6.15		
06-09-2006	6.35		
05-09-2006	6.35		
01-09-2006	6.08		
31-08-2006	6.04		
30-08-2006	6.08		
29-08-2006	6.08		
28-08-2006	6.04		
25-08-2006	6.04		
24-08-2006	6.04		
23-08-2006	6.04		
22-08-2006	5.96		
21-08-2006	6.12		
18-08-2006	6.12		
17-08-2006	6.12		
16-08-2006	6.04		
15-08-2006	5.93		
14-08-2006	5.93		
11-08-2006	5.66		
10-08-2006	5.39		
09-08-2006	5.35		
08-08-2006	5.35		
07-08-2006	5.39		
04-08-2006	5.24		
03-08-2006	5.01		
02-08-2006	4.82		
01-08-2006	5.05		
31-07-2006	5.28		
28-07-2006	5.43		
27-07-2006	5.35		
26-07-2006	5.24		
25-07-2006	5.24		
24-07-2006	5.51		
21-07-2006	5.66		
20-07-2006	5.81		
19-07-2006	5.54		
18-07-2006	5.77		
17-07-2006	5.96		
14-07-2006	6.04		
13-07-2006	6.04		
12-07-2006	6.08		
11-07-2006	6.12		
10-07-2006	6.15		
07-07-2006	6.12		
06-07-2006	6.12		
05-07-2006	6.15		
04-07-2006	6.23		
03-07-2006	6.42		
30-06-2006	6.73		
29-06-2006	6.42		
28-06-2006	6.15		
27-06-2006	6.15		
26-06-2006	6.15		
23-06-2006	6.15		
22-06-2006	6.08		
21-06-2006	5.81		
20-06-2006	6.04		
19-06-2006	6.12		
16-06-2006	6.04		
15-06-2006	6.19		
14-06-2006	6.19		
13-06-2006	6.19		
12-06-2006	6.23		
09-06-2006	6.19		
08-06-2006	6.27		
07-06-2006	6.27		
06-06-2006	6.35		
05-06-2006	6.35		
02-06-2006	6.19		
01-06-2006	6.19		
31-05-2006	6.42		
30-05-2006	6.12		
29-05-2006	6.27		
26-05-2006	6.35		
25-05-2006	6.27		
24-05-2006	6.42		
23-05-2006	6.12		
22-05-2006	6.27		
19-05-2006	6.12		
18-05-2006	6.12		
17-05-2006	6.18		
16-05-2006	5.89		
15-05-2006	6.15		
12-05-2006	5.86		
11-05-2006	5.61		
10-05-2006	5.35		
09-05-2006	5.61		
08-05-2006	5.89		
05-05-2006	6.18		
04-05-2006	6.18		
03-05-2006	6.28		
28-04-2006	6.18		
27-04-2006	6.12		
26-04-2006	6.44		
25-04-2006	6.50		
24-04-2006	6.44		
21-04-2006	6.21		
20-04-2006	5.99		
19-04-2006	5.99		
18-04-2006	5.99		
17-04-2006	5.73		
14-04-2006	5.70		
13-04-2006	5.61		
12-04-2006	5.54		
11-04-2006	5.48		
10-04-2006	5.61		
07-04-2006	5.61		
06-04-2006	5.61		
05-04-2006	5.48		
04-04-2006	5.48		
03-04-2006	5.48		
31-03-2006	5.22		
30-03-2006	5.16		
29-03-2006	5.13		
28-03-2006	5.16		
27-03-2006	5.10		
24-03-2006	4.91		
23-03-2006	4.97		
22-03-2006	5.10		
21-03-2006	5.16		
20-03-2006	4.94		
17-03-2006	4.72		
16-03-2006	4.49		
15-03-2006	4.36		
14-03-2006	4.21		
13-03-2006	4.14		
10-03-2006	64		
09-03-2006	61.50		
08-03-2006	60		
07-03-2006	61		
06-03-2006	59.50		
03-03-2006	57		
02-03-2006	60		
01-03-2006	58		
28-02-2006	55.50		
27-02-2006	55.50		
24-02-2006	55.50		
23-02-2006	54.50		
22-02-2006	54.50		
21-02-2006	56.50		
20-02-2006	56.50		
17-02-2006	54.50		
16-02-2006	54		
15-02-2006	54		
14-02-2006	53.50		
13-02-2006	54		
10-02-2006	54		
09-02-2006	54		
08-02-2006	54		
07-02-2006	54		
06-02-2006	53.50		
27-01-2006	54		
26-01-2006	54		
25-01-2006	54		
24-01-2006	53		
23-01-2006	53		
20-01-2006	53.50		
19-01-2006	53		
18-01-2006	53.50		
17-01-2006	53		
13-01-2006	53		
12-01-2006	52.50		
11-01-2006	53		
10-01-2006	53.50		
09-01-2006	53.50		
06-01-2006	53.50		
05-01-2006	53.50		
04-01-2006	53		
03-01-2006	53		
30-12-2005	54		
29-12-2005	54		
28-12-2005	53		
27-12-2005	54		
26-12-2005	54.50		
23-12-2005	54.50		
22-12-2005	55		
21-12-2005	55.50		
20-12-2005	57		
19-12-2005	58		
16-12-2005	59		
15-12-2005	59		
14-12-2005	60		
13-12-2005	61.50		
12-12-2005	59		
