date	KDC	DHG	VCB
21-10-2019	16.98	82.07	64.09
18-10-2019	17.45	83.41	64.70
17-10-2019	17.85	81.62	64.85
16-10-2019	17.22	82.07	65.53
15-10-2019	16.70	81.89	64.85
14-10-2019	16.47	82.96	64.70
11-10-2019	16.86	81.98	64.93
10-10-2019	16.59	81.18	64.39
09-10-2019	16.15	81.53	64.32
08-10-2019	16.15	81.62	64.77
07-10-2019	16.31	81.89	63.02
04-10-2019	16.31	81.89	63.17
03-10-2019	16.39	82.51	62.41
02-10-2019	16.11	82.96	62.41
01-10-2019	15.84	83.85	63.48
30-09-2019	16.03	83.67	62.49
27-09-2019	16.27	83.41	63.10
26-09-2019	16.59	81.98	61.65
25-09-2019	16.63	81.53	61.42
24-09-2019	16.94	81.53	61.35
23-09-2019	16.19	81.44	60.13
20-09-2019	16.15	81.35	61.65
19-09-2019	16.15	81.18	62.03
18-09-2019	16.70	81.18	61.35
17-09-2019	16.74	81.35	61.73
16-09-2019	15.68	81.44	61.65
13-09-2019	15.76	81.80	62.34
12-09-2019	15.36	80.19	60.51
11-09-2019	16.07	80.19	59.52
10-09-2019	16.15	81.18	59.14
09-09-2019	16.39	82.51	58.76
06-09-2019	16.23	83.05	58.84
05-09-2019	16.70	83.41	59.06
04-09-2019	16.78	85.19	58.84
03-09-2019	16.70	82.60	59.22
30-08-2019	17.26	83.41	59.14
29-08-2019	18.00	82.07	58.46
28-08-2019	16.86	83.14	58.61
27-08-2019	15.76	83.23	58.23
26-08-2019	14.73	83.14	59.22
23-08-2019	14.54	83.85	60.28
22-08-2019	14.62	84.30	60.89
21-08-2019	14.89	84.21	60.89
20-08-2019	14.97	85.19	58.53
19-08-2019	14.97	85.19	58.46
16-08-2019	14.85	83.85	59.29
15-08-2019	14.42	84.74	60.13
14-08-2019	14.50	84.03	58.07
13-08-2019	14.18	83.85	58.07
12-08-2019	14.18	85.64	59.14
09-08-2019	14.03	86.53	59.75
08-08-2019	14.03	85.28	59.75
07-08-2019	14.42	85.37	59.67
06-08-2019	14.10	84.83	58.07
05-08-2019	14.18	86.53	58.91
02-08-2019	14.42	84.74	60.21
01-08-2019	14.58	86.08	61.27
31-07-2019	14.70	88.31	61.04
30-07-2019	14.81	89.12	61.35
29-07-2019	14.81	89.74	61.65
26-07-2019	14.77	90.54	59.75
25-07-2019	14.93	90.54	59.14
24-07-2019	14.97	90.54	58.53
23-07-2019	14.97	90.63	60.05
22-07-2019	14.97	90.81	60.13
19-07-2019	14.77	91.43	60.13
18-07-2019	14.97	89.20	58.15
17-07-2019	14.97	91.43	58.00
16-07-2019	14.85	91.43	58.76
15-07-2019	14.97	92.86	57.09
12-07-2019	14.89	92.86	56.10
11-07-2019	14.89	93.84	56.32
10-07-2019	14.77	93.66	55.18
09-07-2019	14.81	93.84	54.73
08-07-2019	14.93	93.40	54.27
05-07-2019	14.97	94.11	55.26
04-07-2019	14.97	95.89	55.18
03-07-2019	14.97	93.75	52.98
02-07-2019	15.01	94.65	53.66
01-07-2019	15.13	93.40	54.27
28-06-2019	15.13	96.77	53.66
27-06-2019	15.05	95.88	52.90
26-06-2019	15.36	94.28	53.66
25-06-2019	14.97	93.22	55.11
24-06-2019	14.77	92.78	55.56
21-06-2019	14.73	91.89	54.04
20-06-2019	14.89	90.11	54.42
19-06-2019	14.89	90.11	53.13
18-06-2019	14.97	90.11	53.51
17-06-2019	14.97	92.60	52.67
14-06-2019	14.97	94.64	52.67
13-06-2019	14.97	96.95	51.22
12-06-2019	14.97	99.43	51.00
11-06-2019	14.89	101.12	51.30
10-06-2019	14.93	101.03	50.77
07-06-2019	14.81	102.01	49.93
06-06-2019	14.97	102.01	50.16
05-06-2019	14.97	101.65	50.77
04-06-2019	15.05	100.59	51.15
03-06-2019	15.29	100.50	50.62
31-05-2019	15.52	102.54	51.15
30-05-2019	15.01	102.54	51.53
29-05-2019	15.09	101.65	51.38
28-05-2019	14.73	102.90	51.30
27-05-2019	15.05	103.07	51.30
24-05-2019	15.13	103.07	50.62
23-05-2019	15.21	101.21	51.45
22-05-2019	15.29	102.90	51.15
21-05-2019	15.29	102.72	51.53
20-05-2019	15.36	101.65	51.61
17-05-2019	15.56	102.10	50.84
16-05-2019	15.40	103.07	50.84
15-05-2019	15.68	103.07	50.84
14-05-2019	15.44	104.32	50.69
13-05-2019	15.72	104.05	50.16
10-05-2019	15.88	104.76	49.93
09-05-2019	15.88	103.87	49.85
08-05-2019	15.92	101.83	49.55
07-05-2019	15.72	103.43	49.93
06-05-2019	14.85	104.58	50.46
03-05-2019	15.96	103.52	50.77
02-05-2019	16.00	105.20	50.92
26-04-2019	16.07	102.90	51.68
25-04-2019	16.00	100.32	51.53
24-04-2019	16.23	100.06	52.14
23-04-2019	16.31	101.21	51.38
22-04-2019	16.51	99.88	51.68
19-04-2019	16.19	99.43	51.76
18-04-2019	16.07	98.99	51.68
17-04-2019	16.15	101.12	51.76
16-04-2019	16.43	101.12	51.30
12-04-2019	16.59	102.98	51.76
11-04-2019	16.74	103.43	52.14
10-04-2019	17.10	104.32	52.44
09-04-2019	17.10	104.32	53.13
08-04-2019	17.22	105.12	53.05
05-04-2019	17.41	105.65	51.83
04-04-2019	17.45	106.54	51.53
03-04-2019	17.65	105.03	51.15
02-04-2019	17.33	105.03	51.38
01-04-2019	16.94	104.76	51.61
29-03-2019	16.66	105.03	51.22
28-03-2019	16.86	104.94	50.77
27-03-2019	16.78	104.76	49.85
26-03-2019	16.63	104.76	49.85
25-03-2019	16.94	105.47	49.85
22-03-2019	17.33	105.56	50.92
21-03-2019	16.94	105.03	50.69
20-03-2019	17.53	104.05	50.77
19-03-2019	17.73	103.87	50.84
18-03-2019	17.73	103.96	51.45
15-03-2019	17.89	103.52	50.24
14-03-2019	17.89	103.61	51.00
13-03-2019	18.12	103.87	49.63
12-03-2019	18.75	103.43	49.32
11-03-2019	18.91	103.95	47.65
08-03-2019	18.79	103.87	47.80
07-03-2019	18.95	103.87	48.03
06-03-2019	18.12	103.87	47.72
05-03-2019	17.18	103.52	47.95
04-03-2019	16.31	103.87	47.80
01-03-2019	16.23	103.87	47.34
28-02-2019	16.15	103.43	46.05
27-02-2019	16.31	101.25	47.11
26-02-2019	16.39	97.67	47.95
25-02-2019	16.43	95.22	48.26
22-02-2019	16.23	89.03	47.19
21-02-2019	16.43	85.10	45.74
20-02-2019	16.59	83.97	44.98
19-02-2019	16.55	85.54	44.91
18-02-2019	16.51	84.66	45.67
15-02-2019	16.47	81.17	45.14
14-02-2019	16.59	77.51	45.82
13-02-2019	15.72	75.15	45.52
12-02-2019	15.60	74.45	44.60
11-02-2019	15.29	74.19	44.22
01-02-2019	14.66	74.28	43.00
31-01-2019	15.76	74.19	43.23
30-01-2019	16.00	73.32	43.16
29-01-2019	16.00	73.14	43.16
28-01-2019	16.07	73.14	42.24
25-01-2019	16.19	74.10	42.47
24-01-2019	16.03	73.32	42.17
23-01-2019	15.76	73.14	42.17
22-01-2019	16.35	73.84	42.01
21-01-2019	16.98	73.58	42.47
18-01-2019	17.10	72.97	41.71
17-01-2019	17.45	72.10	42.01
16-01-2019	17.65	71.66	42.17
15-01-2019	17.65	70.70	42.55
14-01-2019	17.89	70.70	42.09
11-01-2019	17.89	69.74	42.01
10-01-2019	17.96	67.64	41.86
09-01-2019	18.08	65.90	42.47
08-01-2019	17.96	65.29	41.86
07-01-2019	18.04	65.46	41.56
04-01-2019	18.04	64.15	41.41
03-01-2019	18.12	64.15	40.80
02-01-2019	18.83	66.51	40.80
28-12-2018	19.07	68.95	40.72
27-12-2018	19.03	66.16	40.72
26-12-2018	18.91	66.07	40.19
25-12-2018	18.44	67.73	40.11
24-12-2018	18.75	68.52	40.42
21-12-2018	18.91	69.83	41.48
20-12-2018	18.52	70.26	41.56
19-12-2018	19.11	71.31	41.41
18-12-2018	19.23	71.92	41.94
17-12-2018	19.30	72.62	41.71
14-12-2018	19.30	72.01	43.00
13-12-2018	19.46	72.01	43.84
12-12-2018	19.58	72.27	44.15
11-12-2018	19.78	71.83	43.23
10-12-2018	19.70	73.32	43.31
07-12-2018	20.01	73.75	43.54
06-12-2018	19.34	73.23	43.31
05-12-2018	19.34	73.32	43.99
04-12-2018	19.30	73.14	43.84
03-12-2018	19.46	72.88	44.15
30-11-2018	19.19	71.57	42.17
29-11-2018	19.38	72.01	41.86
28-11-2018	19.46	71.92	41.94
27-11-2018	19.46	72.10	40.64
26-11-2018	19.70	73.32	41.10
23-11-2018	19.62	73.32	41.10
22-11-2018	19.82	74.36	41.71
21-11-2018	19.74	73.75	42.17
20-11-2018	19.70	73.75	40.95
19-11-2018	20.01	72.53	41.10
16-11-2018	20.09	71.83	40.49
15-11-2018	20.09	71.83	40.64
14-11-2018	20.09	71.92	40.49
13-11-2018	20.09	71.57	40.80
12-11-2018	20.21	73.93	41.56
09-11-2018	20.21	74.02	41.33
08-11-2018	20.21	74.54	42.40
07-11-2018	19.90	73.32	42.24
06-11-2018	20.25	74.19	42.47
05-11-2018	20.29	72.44	43.00
02-11-2018	20.33	73.14	42.78
01-11-2018	20.37	73.14	41.86
31-10-2018	20.41	73.32	42.32
30-10-2018	20.09	73.06	41.25
29-10-2018	19.86	73.14	40.26
26-10-2018	20.09	74.28	40.72
25-10-2018	20.41	74.36	41.71
24-10-2018	20.45	75.94	42.24
23-10-2018	20.37	76.11	42.47
22-10-2018	20.45	77.07	43.46
19-10-2018	20.45	76.90	43.92
18-10-2018	20.45	78.55	44.15
17-10-2018	20.49	79.43	45.06
16-10-2018	20.33	79.78	45.06
15-10-2018	20.45	79.86	44.98
12-10-2018	20.49	80.13	45.59
11-10-2018	20.25	78.29	43.92
10-10-2018	20.88	80.30	46.96
09-10-2018	21.20	79.86	46.96
08-10-2018	21.43	81.87	46.89
05-10-2018	21.59	82.05	47.27
04-10-2018	21.94	82.05	47.34
03-10-2018	21.67	84.66	47.34
02-10-2018	22.38	84.66	47.34
01-10-2018	22.69	87.28	46.97
28-09-2018	22.65	87.28	47.34
27-09-2018	22.53	88.15	47.64
26-09-2018	22.50	86.41	47.94
25-09-2018	23.36	84.66	48.39
24-09-2018	23.36	84.23	49.00
21-09-2018	22.34	84.58	48.55
20-09-2018	23.99	84.66	48.39
19-09-2018	23.99	83.18	47.57
18-09-2018	24.03	82.13	47.57
17-09-2018	24.11	82.05	47.27
14-09-2018	24.23	80.74	48.09
13-09-2018	24.23	81.35	47.27
12-09-2018	24.19	80.30	47.04
11-09-2018	24.11	80.39	47.34
10-09-2018	23.91	80.21	46.59
07-09-2018	24.19	80.30	46.59
06-09-2018	24.19	79.78	45.31
05-09-2018	24.11	79.95	45.54
04-09-2018	23.91	80.91	45.84
31-08-2018	23.80	80.56	46.97
30-08-2018	23.84	80.56	47.94
29-08-2018	24.11	79.86	47.42
28-08-2018	23.56	80.91	48.09
27-08-2018	23.56	81.87	47.42
24-08-2018	23.64	83.79	46.59
23-08-2018	24.03	83.79	47.04
22-08-2018	24.74	84.58	46.52
21-08-2018	25.45	83.79	47.12
20-08-2018	25.84	83.79	46.14
17-08-2018	26.24	86.85	46.59
16-08-2018	26.79	89.03	45.54
15-08-2018	26.40	90.34	45.54
14-08-2018	26.40	92.17	47.19
13-08-2018	26.12	93.39	47.94
10-08-2018	26.47	89.46	47.72
09-08-2018	26.24	87.63	46.07
08-08-2018	25.53	89.03	46.67
07-08-2018	25.49	89.03	46.22
06-08-2018	25.68	89.03	44.34
03-08-2018	25.57	87.28	43.96
02-08-2018	25.57	86.76	44.34
01-08-2018	25.42	86.76	44.04
31-07-2018	25.42	87.63	43.96
30-07-2018	25.98	87.28	43.06
27-07-2018	25.53	86.23	42.46
26-07-2018	24.78	85.72	42.61
25-07-2018	25.38	85.54	41.56
24-07-2018	25.38	85.54	42.83
23-07-2018	24.85	86.41	42.53
20-07-2018	24.78	86.58	42.68
19-07-2018	25.15	88.57	42.68
18-07-2018	25.15	88.14	43.21
17-07-2018	24.97	88.57	41.93
16-07-2018	24.78	87.96	41.26
13-07-2018	24.78	86.15	41.18
12-07-2018	24.97	86.41	39.38
11-07-2018	25.00	85.54	38.48
10-07-2018	25.04	87.18	39.90
09-07-2018	25.00	85.63	40.58
06-07-2018	24.78	89.86	41.33
05-07-2018	24.78	90.90	39.08
04-07-2018	25.00	86.32	41.78
03-07-2018	24.78	84.85	42.08
02-07-2018	25.00	86.41	43.66
29-06-2018	25.08	88.14	43.59
28-06-2018	25.38	88.14	43.51
27-06-2018	25.83	89.43	43.59
26-06-2018	25.23	89.86	44.56
25-06-2018	25.68	90.30	44.64
22-06-2018	24.85	90.38	44.11
21-06-2018	25.00	86.41	42.83
20-06-2018	25.00	87.70	43.66
19-06-2018	24.70	86.41	42.46
18-06-2018	24.85	89.00	42.46
15-06-2018	24.40	90.64	44.34
14-06-2018	25.60	90.73	43.66
13-06-2018	25.60	90.73	45.01
12-06-2018	25.60	90.38	43.59
11-06-2018	25.98	92.97	44.34
08-06-2018	25.90	94.18	44.86
07-06-2018	26.13	95.05	44.11
06-06-2018	26.66	95.05	44.41
05-06-2018	25.38	99.37	44.04
04-06-2018	25.45	94.18	44.56
01-06-2018	25.53	90.30	42.83
31-05-2018	25.42	90.30	40.65
30-05-2018	25.42	86.41	39.08
29-05-2018	25.75	87.27	37.57
28-05-2018	25.38	82.95	35.17
25-05-2018	25.83	86.41	37.57
24-05-2018	25.45	87.27	40.05
23-05-2018	26.28	89.00	40.96
22-05-2018	26.58	88.14	40.13
21-05-2018	26.69	89.43	41.86
18-05-2018	26.96	89.00	42.46
17-05-2018	26.96	89.17	42.68
16-05-2018	26.99	90.30	42.83
15-05-2018	26.99	93.06	44.11
14-05-2018	27.03	90.38	43.81
11-05-2018	27.03	89.86	43.51
10-05-2018	26.96	89.86	42.46
09-05-2018	26.96	90.04	44.71
08-05-2018	26.66	89.86	45.84
07-05-2018	27.26	88.14	46.67
04-05-2018	26.96	85.28	44.34
03-05-2018	27.03	84.33	44.79
02-05-2018	27.03	85.54	43.74
27-04-2018	27.41	86.41	45.09
26-04-2018	26.88	86.75	43.74
24-04-2018	27.03	91.16	45.09
23-04-2018	28.01	92.37	44.79
20-04-2018	28.01	94.18	48.09
19-04-2018	27.63	94.18	45.84
18-04-2018	29.70	95.91	48.70
17-04-2018	30.03	97.12	50.35
16-04-2018	30.48	97.38	49.52
13-04-2018	29.73	97.38	51.03
12-04-2018	30.18	96.61	53.28
11-04-2018	30.03	96.26	53.50
10-04-2018	30.03	95.49	55.98
09-04-2018	30.48	94.63	55.46
06-04-2018	30.26	96.61	55.23
05-04-2018	29.96	98.67	55.23
04-04-2018	29.02	98.07	55.23
03-04-2018	28.38	98.07	55.83
02-04-2018	28.83	96.26	55.61
30-03-2018	28.76	95.49	52.98
29-03-2018	28.53	92.99	53.35
28-03-2018	28.95	96.69	52.98
27-03-2018	29.17	99.36	53.35
26-03-2018	29.06	100.65	54.03
23-03-2018	28.91	98.93	52.53
22-03-2018	29.28	93.77	54.11
21-03-2018	29.28	97.21	55.23
20-03-2018	29.28	96.43	55.61
19-03-2018	29.66	90.15	55.83
16-03-2018	30.03	89.47	56.14
15-03-2018	30.03	86.88	55.46
14-03-2018	30.26	84.73	55.46
13-03-2018	30.18	84.91	54.11
12-03-2018	29.96	84.91	54.11
09-03-2018	29.88	82.50	53.35
08-03-2018	29.88	83.44	52.23
07-03-2018	30.03	83.01	52.30
06-03-2018	29.96	85.85	53.50
05-03-2018	30.03	86.02	51.10
02-03-2018	30.78	89.90	53.96
01-03-2018	31.84	90.33	53.73
28-02-2018	32.14	89.72	55.46
27-02-2018	32.29	90.84	55.01
26-02-2018	31.01	89.55	54.03
23-02-2018	31.16	89.90	53.66
22-02-2018	30.78	89.47	50.20
21-02-2018	31.69	91.01	49.75
13-02-2018	31.54	88.61	48.09
12-02-2018	31.54	84.56	47.72
09-02-2018	31.54	83.44	45.76
08-02-2018	31.91	81.72	47.27
07-02-2018	31.99	80.09	47.72
06-02-2018	30.78	74.93	46.59
05-02-2018	32.29	77.42	47.12
02-02-2018	33.34	81.90	50.65
01-02-2018	33.34	83.70	50.05
31-01-2018	33.41	85.59	50.05
30-01-2018	33.41	85.51	50.35
29-01-2018	33.41	87.57	51.10
26-01-2018	33.19	87.57	51.93
25-01-2018	33.04	85.34	50.87
22-01-2018	32.85	87.75	47.57
19-01-2018	34.09	89.72	45.84
18-01-2018	33.34	88.69	43.96
17-01-2018	32.74	91.19	42.23
16-01-2018	32.74	93.68	45.09
15-01-2018	32.77	94.63	45.09
12-01-2018	32.66	93.16	43.59
11-01-2018	32.66	94.20	44.19
10-01-2018	33.26	94.20	43.59
09-01-2018	33.26	93.16	43.96
08-01-2018	33.41	92.39	41.63
05-01-2018	33.26	93.85	40.58
04-01-2018	33.26	97.81	41.63
03-01-2018	32.89	98.41	41.26
02-01-2018	31.54	98.93	41.33
29-12-2017	29.66	98.93	40.81
28-12-2017	29.43	100.05	40.65
27-12-2017	29.06	95.31	39.45
26-12-2017	29.13	97.01	38.63
25-12-2017	28.72	96.76	38.63
22-12-2017	28.83	97.61	38.17
21-12-2017	28.80	96.33	36.45
20-12-2017	28.80	96.76	36.82
19-12-2017	28.72	98.88	35.88
18-12-2017	29.13	97.61	35.92
15-12-2017	29.28	95.91	34.57
14-12-2017	29.25	95.48	34.04
13-12-2017	29.28	95.48	33.06
12-12-2017	29.06	91.41	33.59
11-12-2017	29.73	90.14	33.52
08-12-2017	30.18	90.82	35.36
07-12-2017	30.18	90.82	35.77
06-12-2017	30.18	90.39	36.07
05-12-2017	30.26	89.97	36.15
04-12-2017	29.66	93.11	37.12
01-12-2017	28.68	90.99	36.30
30-11-2017	28.91	90.82	36.45
29-11-2017	28.72	89.71	36.82
28-11-2017	28.80	89.12	36.22
27-11-2017	29.10	90.73	36.00
24-11-2017	28.83	89.03	35.62
23-11-2017	28.53	88.27	36.00
22-11-2017	28.53	88.44	36.07
21-11-2017	27.89	88.27	35.09
20-11-2017	27.93	86.23	33.82
17-11-2017	28.38	84.88	33.37
16-11-2017	28.95	87.08	33.59
15-11-2017	28.19	84.45	32.76
14-11-2017	27.41	80.80	32.91
13-11-2017	27.26	79.78	32.61
10-11-2017	27.63	81.31	32.39
09-11-2017	27.63	82.33	32.39
08-11-2017	27.86	81.65	32.76
07-11-2017	27.93	81.57	31.90
06-11-2017	28.16	82.33	31.94
03-11-2017	28.01	81.31	31.49
02-11-2017	28.01	76.39	30.89
01-11-2017	27.56	80.63	31.26
31-10-2017	27.82	85.13	31.11
30-10-2017	27.78	89.12	31.49
27-10-2017	27.78	89.80	31.56
26-10-2017	27.78	89.88	30.51
25-10-2017	28.16	89.88	30.62
24-10-2017	28.76	91.67	30.06
23-10-2017	28.68	94.72	29.98
20-10-2017	28.98	96.93	30.66
19-10-2017	29.02	98.88	30.43
18-10-2017	28.68	94.98	30.58
17-10-2017	28.72	95.91	30.81
16-10-2017	28.98	93.79	29.35
13-10-2017	29.36	89.97	29.57
12-10-2017	29.47	90.90	29.35
11-10-2017	29.88	89.29	29.57
10-10-2017	29.66	88.61	29.80
09-10-2017	30.11	88.78	29.61
06-10-2017	30.48	89.37	29.35
05-10-2017	30.41	89.80	29.08
04-10-2017	30.52	89.97	29.16
03-10-2017	30.52	90.05	28.26
02-10-2017	31.16	90.05	28.29
29-09-2017	31.54	90.39	28.26
28-09-2017	31.91	90.39	27.99
27-09-2017	32.44	90.82	27.73
26-09-2017	32.06	91.67	27.69
25-09-2017	31.61	91.92	27.58
22-09-2017	31.31	90.22	27.69
21-09-2017	31.54	91.07	27.84
20-09-2017	31.54	92.26	27.80
19-09-2017	31.54	92.51	27.51
18-09-2017	31.31	94.13	27.66
15-09-2017	30.94	94.38	27.95
14-09-2017	30.94	90.68	28.17
13-09-2017	31.16	90.76	27.99
12-09-2017	31.09	89.17	27.99
11-09-2017	31.12	89.59	27.73
08-09-2017	31.50	88.75	27.73
07-09-2017	31.69	87.74	27.73
06-09-2017	31.69	89.08	27.95
05-09-2017	31.91	91.02	28.06
01-09-2017	30.82	91.86	27.55
31-08-2017	30.56	91.61	27.29
30-08-2017	30.78	92.03	27.21
29-08-2017	30.94	92.53	27.21
28-08-2017	31.09	92.78	27.55
25-08-2017	30.56	92.78	27.32
24-08-2017	30.56	92.03	27.25
23-08-2017	30.71	91.94	27.21
22-08-2017	31.01	91.94	27.14
21-08-2017	30.94	93.20	27.51
18-08-2017	30.78	92.53	27.58
17-08-2017	30.71	93.37	27.44
16-08-2017	31.31	94.30	27.58
15-08-2017	31.69	95.05	27.44
14-08-2017	32.21	95.81	27.69
11-08-2017	32.21	91.69	27.55
10-08-2017	32.14	91.61	27.73
09-08-2017	32.62	90.68	27.80
08-08-2017	32.85	92.11	28.24
07-08-2017	32.89	94.38	27.99
04-08-2017	33.04	95.73	27.99
03-08-2017	33.41	96.23	28.17
02-08-2017	32.29	97.58	28.02
01-08-2017	32.89	97.58	28.24
31-07-2017	33.41	97.91	27.77
28-07-2017	34.01	97.41	27.58
27-07-2017	33.98	97.58	27.47
26-07-2017	33.19	99.09	27.51
25-07-2017	33.04	96.57	27.44
24-07-2017	33.11	96.48	27.44
21-07-2017	33.33	95.90	27.21
20-07-2017	33.33	99.26	27.55
19-07-2017	33.33	100.10	27.66
18-07-2017	33.47	99.93	27.77
17-07-2017	33.55	98.59	27.73
14-07-2017	33.87	102.20	28.13
13-07-2017	33.87	97.66	28.10
12-07-2017	33.91	96.74	27.95
11-07-2017	33.62	95.05	28.17
10-07-2017	33.40	97.58	28.02
07-07-2017	33.69	101.03	28.46
06-07-2017	34.42	102.54	28.94
05-07-2017	34.56	102.46	28.58
04-07-2017	34.53	101.70	28.46
03-07-2017	33.69	102.63	28.61
30-06-2017	33.69	104.56	28.32
29-06-2017	33.29	104.56	28.10
28-06-2017	33.19	104.48	27.99
27-06-2017	33.19	103.47	28.13
26-06-2017	33.91	100.94	28.32
23-06-2017	33.73	105.57	28.02
22-06-2017	33.73	107.67	28.02
21-06-2017	33.84	108.51	28.43
20-06-2017	33.98	107.67	29.05
19-06-2017	33.87	106.41	29.20
16-06-2017	33.47	108.51	29.05
15-06-2017	33.11	106.33	29.05
14-06-2017	33.04	106.07	28.83
13-06-2017	32.97	106.24	28.35
12-06-2017	33.69	104.73	28.21
09-06-2017	34.05	107.50	28.24
08-06-2017	33.62	100.86	27.88
07-06-2017	32.21	94.30	28.17
06-06-2017	31.81	94.38	28.43
05-06-2017	31.74	94.63	27.36
02-06-2017	31.23	94.63	26.70
01-06-2017	31.08	91.27	26.70
31-05-2017	30.76	90.85	26.63
30-05-2017	30.79	93.96	26.70
29-05-2017	31.45	96.23	26.77
26-05-2017	31.59	94.55	26.99
25-05-2017	31.88	88.38	27.29
24-05-2017	30.43	88.55	27.77
23-05-2017	30.21	85.18	27.36
22-05-2017	30.29	83.67	27.58
19-05-2017	30.07	83.22	27.03
18-05-2017	29.56	84.12	26.74
17-05-2017	29.56	83.56	26.63
16-05-2017	29.71	80.53	26.52
15-05-2017	29.78	81.26	26.70
12-05-2017	29.34	78.17	26.81
11-05-2017	29.34	77.28	27.07
10-05-2017	29.27	77.95	27.03
09-05-2017	29.42	77.39	26.81
08-05-2017	28.33	77.22	26.30
05-05-2017	28.40	78.51	26.55
04-05-2017	28.77	79.07	26.70
03-05-2017	28.40	79.07	26.11
28-04-2017	28.69	79.35	25.82
27-04-2017	28.69	79.35	25.63
26-04-2017	28.26	76.06	25.78
25-04-2017	28.40	73.55	25.82
24-04-2017	28.40	73.55	25.82
21-04-2017	27.97	73.16	26.11
20-04-2017	28.80	72.83	26.04
19-04-2017	28.98	73.33	26.41
18-04-2017	29.13	73.71	26.37
17-04-2017	28.26	73.60	26.11
14-04-2017	29.06	74.04	26.74
13-04-2017	30.07	73.22	27.03
12-04-2017	29.85	73.33	27.07
11-04-2017	30.32	73.87	27.14
10-04-2017	29.31	72.94	26.99
07-04-2017	29.13	73.49	27.07
05-04-2017	29.63	73.33	27.10
04-04-2017	29.85	74.37	27.07
03-04-2017	29.71	74.64	26.77
31-03-2017	30.43	75.73	27.14
30-03-2017	30.43	75.02	27.36
29-03-2017	30.21	72.40	27.44
28-03-2017	29.92	72.29	27.51
27-03-2017	30.07	71.68	27.80
24-03-2017	30.07	68.40	27.95
23-03-2017	30.11	68.46	28.13
22-03-2017	28.69	67.58	27.73
21-03-2017	28.26	66.76	27.95
20-03-2017	28.04	66.87	27.62
17-03-2017	27.17	67.64	27.21
16-03-2017	27.06	67.58	27.29
15-03-2017	26.88	67.09	27.18
14-03-2017	26.88	67.91	27.25
13-03-2017	26.59	68.07	27.25
10-03-2017	27.03	66.27	27.58
09-03-2017	26.45	67.25	27.80
08-03-2017	26.45	65.77	27.73
07-03-2017	26.66	66.54	27.58
06-03-2017	26.88	62.93	27.44
03-03-2017	26.81	62.93	27.58
02-03-2017	27.17	62.87	27.14
01-03-2017	27.17	62.82	27.36
28-02-2017	26.88	62.38	27.51
27-02-2017	26.88	62.93	28.10
24-02-2017	27.46	63.42	27.55
23-02-2017	28.62	63.42	27.66
22-02-2017	29.20	63.97	27.88
21-02-2017	28.08	61.29	28.24
20-02-2017	27.82	61.12	27.91
17-02-2017	27.90	61.56	28.17
16-02-2017	28.04	61.83	28.39
15-02-2017	27.90	61.29	28.69
14-02-2017	28.22	62.44	28.46
13-02-2017	28.33	62.38	28.58
10-02-2017	28.19	62.71	28.91
09-02-2017	27.82	63.04	29.20
08-02-2017	27.24	62.66	29.24
07-02-2017	27.06	62.82	28.87
06-02-2017	26.81	62.55	28.46
03-02-2017	26.74	61.56	28.46
02-02-2017	27.03	60.74	29.02
25-01-2017	26.74	60.19	28.91
24-01-2017	26.52	58.83	28.39
23-01-2017	27.10	59.37	28.02
20-01-2017	27.03	60.08	27.95
19-01-2017	26.95	59.54	27.95
18-01-2017	27.32	58.00	28.17
17-01-2017	27.68	57.46	28.65
16-01-2017	27.61	56.96	27.47
13-01-2017	27.03	58.00	27.55
12-01-2017	26.08	57.46	27.88
11-01-2017	26.08	57.57	28.28
10-01-2017	25.98	56.25	28.24
09-01-2017	26.23	55.54	28.46
06-01-2017	25.87	55.27	27.88
05-01-2017	26.08	55.98	27.32
04-01-2017	26.52	55.98	27.21
03-01-2017	26.52	54.12	27.40
30-12-2016	26.34	53.63	26.07
29-12-2016	26.23	53.19	26.07
28-12-2016	25.72	51.93	26.18
27-12-2016	25.29	51.99	26.48
26-12-2016	24.64	52.15	26.55
23-12-2016	24.64	51.88	26.18
22-12-2016	23.91	51.55	25.67
21-12-2016	24.64	51.99	25.71
20-12-2016	24.71	51.99	25.71
19-12-2016	25.14	52.53	25.85
16-12-2016	25.36	51.99	25.82
15-12-2016	24.06	51.99	25.74
14-12-2016	24.06	52.20	25.60
13-12-2016	23.40	50.62	25.30
12-12-2016	23.22	51.44	25.67
09-12-2016	22.90	52.75	25.78
08-12-2016	22.75	53.02	25.74
07-12-2016	22.75	51.99	25.30
06-12-2016	23.91	52.15	25.12
05-12-2016	24.20	53.24	25.67
02-12-2016	24.20	53.63	25.96
01-12-2016	24.67	53.35	25.93
30-11-2016	24.64	53.74	25.89
29-11-2016	24.64	53.74	25.74
28-11-2016	25.07	53.90	26.11
25-11-2016	25.43	54.45	26.33
24-11-2016	25.14	55.10	26.48
23-11-2016	25.07	53.46	26.70
22-11-2016	24.93	53.52	26.48
21-11-2016	25.25	53.85	26.26
18-11-2016	25.07	54.06	26.15
17-11-2016	25.72	54.45	26.22
16-11-2016	25.72	53.35	26.33
15-11-2016	25.69	53.08	26.33
14-11-2016	25.00	52.64	26.33
11-11-2016	25.79	53.46	26.66
10-11-2016	25.83	53.57	26.77
09-11-2016	25.79	52.09	26.48
08-11-2016	26.37	53.35	26.77
